value	class_draft	evidence	source
WEBER, Omina	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEBER, PRATIJÑĀS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEBER, RĀMAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEBER
WEBER, RĀMAT. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEBER, TS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEBER
WEBER, Ueber das RĀMĀYAṆA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEBER, VAJRAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEBER
WEBER, VAJRASŪCI	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEBER
WEBER, VS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEBER
WEBER, Zwei vedische Texte über Omina und Portenta	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEBER
WEST	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEST.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEST. DHĀTUP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEST. Rad.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WEST. Radices, Einl.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WEST. Radices
WESTERG.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WESTERGAARD	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WESTERGAARD, DHĀTUP. Einl.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WESTERGAARD
WESTERGAARD, Radd.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WESTERGAARD, Radices	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WHITE	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WHITNEY	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WIGHT	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILKINS	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILKINS Ms.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILKINS, Gramm.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILLIAMS	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSON	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSONE	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
H. H. WILSON	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:H.
WILS. Hindu Th.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILS.
WILSON, Hindu Th.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILS., A Gloss. of jud. and rev. terms	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILS.
WILSON, A Gloss. of jud. and rev. terms	book-work	default: bib expansion with no person/periodical signal	pwgbib-case
WILSON in A Gloss. of jud. and rev. terms	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WILSON, DAŚAK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSON, Dict. 1te Aufl.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON, Dict.
WILSON, Dict. 1te Aufl. Pref.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON, Dict.
WILSON in der 1ten Auflage des Wört.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WILSONʼs Wört.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WILS. Lex. 1ste Ausg. Pref.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILS. Lex.
WILS. 1ste Aufl.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILS.
WILS. (1ste Aufl.)	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILS.
WILS. (2te Aufl.)	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILS.
WILSON (2te Aufl.)	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WILSON, Sel. Works	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSON, Sel. spec. of the Theatre of the Hindus	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSON, Sel. spec. of the Th. of the Hindus	book-work	default: bib expansion with no person/periodical signal	pwgbib-case
WILSON, Th. of the H.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WILSON, Th. of the Hindus	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSON, Theatre of the Hindus	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSON, SĀṂKHYAK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WILSONʼs SĀṂKHYAK.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WILSONʼs Ausg.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WILSON
WIND.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WINDISCH	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WINDISCHMANN	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WIND. Sancara	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WINDISCHMANN, Sanc.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WINDISCHMANN, Sancara	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WIND. Die Philos. im Fortg. d. Weltg.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WINDISCHMANN, Die Philos. im Fortg. d. Weltg.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:WINDISCHMANN
WISE	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WISE, Comm.	commentary-of-work	Comm./Tīkā marker in value	pwgbib-prefix:WISE
WOLLHEIM	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WOLLH. Myth.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
WOLLHEIM, Myth.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
Wurzeln des Altslov.	person-western?	Latin-script surname pattern	no-bib-record
YAJ. V.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJURVEDA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJUS	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJÑ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJÑAD.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJÑAD. (LOIS.)	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJÑADATT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAJÑADATTAV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAMA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YATES, Gr.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YATIDHARMASAṂGRAHA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAVANEŚV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAVANEŚVARA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAŚNA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YAṢT	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGAS.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGASĀRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGAT. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:YOGAT.
YOGATATTVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGATATTVOP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGAYĀTRĀ	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGAŚ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGINĪTANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YOGIYĀJÑAVALKYA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YUKTIKALPAT.	commentary-of-work	Comm./Tīkā marker in value	pwgbib-exact
YUKTIKALPATARU	commentary-of-work	Comm./Tīkā marker in value	pwgbib-exact
YĀDAVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YĀJÑ.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YĀJÑ. Vorrede	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:YĀJÑ.
YĀJÑA.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
YĀJÑAVALKYAʼs Gesetzbuch	book-work	default: bib expansion with no person/periodical signal	no-bib-record
YĀJÑIKAD.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
YĀJÑIKAD. PADDH.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
YĀMITRAVEDHA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
YĀSKA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
Z. d. d. m. G.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Zeitschr. d. d. m. G.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Z. f. d. K. d. M.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Z. f. die K. d. M.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Z. f. d. W. d. S.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Z. f. d. W. d. Spr.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Zeitschr. f. d. W. d. Spr.	person-western?	Latin-script surname pattern	pwgbib-exact
Z. f. vgl. Spr.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Zeitschr. f. vgl. Spr.	journal-periodical	periodical keyword in tooltip	pwgbib-exact
Zeitschrift für vergl. Sprachf.	journal-periodical	periodical keyword in tooltip	no-bib-record
Zur G. u. L. d. W.	person-western?	Latin-script surname pattern	pwgbib-exact
Zur Lit. u. G. des W.	person-western?	Latin-script surname pattern	pwgbib-exact
deutschen Ausg. des ṚV.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ebend.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ebendas.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ed. Bomb.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ed. Calc.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
handschriftlich auf der Tübinger Universitäts-Bibl.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
handschriftlich in der Kais. Bibl. zu Paris	book-work	default: bib expansion with no person/periodical signal	no-bib-record
handschriftlich in der Pariser Bibl.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ibid.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
id.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
lith. Ausg.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
lithogr. Bombay	book-work	default: bib expansion with no person/periodical signal	no-bib-record
lithographirte Ausgabe in Bombay	book-work	default: bib expansion with no person/periodical signal	no-bib-record
padap.	book-work	default: bib expansion with no person/periodical signal	pwgbib-case
praef. zu den Radd.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ĀCĀRABHEDATANTRA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀCĀRAMĀRTAṆḌA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀCĀRANIRṆAYAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀDYAVAHNIPURĀṆA	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ĀGAMA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀGNEYA-P.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀHN.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀHNIKAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀHNIKATATTVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀHNIKĀCĀRAT.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀHNIKĀCĀRATATTVA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀNANDACAMPU	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀNANDAGIRI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀNANDAL.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀNANDALAH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀNANDAV.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀNANDAV. UP.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:ĀNANDAV.
ĀP. PRAY.	book-work	default: bib expansion with no person/periodical signal	no-bib-record
ĀPAST.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀPASTAMBA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀPIŚALA	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀPIŚALI	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
ĀRAṆYAGĀNA Tüb. Hdschr.	book-work	default: bib expansion with no person/periodical signal	pwgbib-prefix:ĀRAṆYAGĀNA
ĀRAṆYASAṂH.	book-work	default: bib expansion with no person/periodical signal	pwgbib-exact
